id,x,y,z,time,length,vx,vy,vz,speed
2,-0.0643241,-1.53541,0.878741,0.00833333,0.42575,-0.000797942,0.0281086,-0.00366592,0.0283579
3,-0.028011,-1.35856,0.493166,0.00833333,0.435671,0.00168899,0.0241491,-0.00527951,0.0247771
4,0.00577755,-1.48037,0.0762356,0.00833333,0.12329,0.00160143,0.00230718,0.000482619,0.00284966
5,0.0194995,-1.36432,0.0369301,0.00833333,0.0619292,-0.00159958,0.00261438,0.000139199,0.00306806
6,0.0171436,-1.56493,0.991292,0.00833333,0.141581,-0.000189595,0.0280018,-0.00413162,0.0283056
7,0.111935,-1.52995,0.892114,0.00833333,0.419585,-0.000776745,0.0291224,-0.00430578,0.0294492
8,0.11072,-1.55866,0.473514,0.00833333,0.438639,0.00686083,0.0500584,-0.00636247,0.0509254
9,0.100052,-1.9971,0.481283,0.00833333,0.125831,0.000284545,0.0502254,0.00472087,0.0504476
10,0.113245,-2.08179,0.389157,0.00833333,0.0630931,0.00187794,0.0488505,0.00617731,0.0492754
11,0.0171436,-1.56493,0.991292,0.00833333,0.110109,-0.000189595,0.0280018,-0.00413162,0.0283056
12,0.011113,-1.54697,1.09976,0.00833333,0.110769,-0.000431584,0.0286013,-0.0042423,0.0289174
13,0.00498775,-1.51099,1.20434,0.00833333,0.113377,-0.000593199,0.0294379,-0.00453568,0.0297912
14,-0.00300945,-1.48024,1.31318,0.00833333,0.0992071,-0.000217067,0.0299153,-0.00464118,0.030274
15,-0.0121919,-1.45928,1.40971,0.00833333,0.0974229,-0.000291455,0.0309412,-0.00486529,0.0313228
16,-0.0229512,-1.45709,1.50651,0.00833333,0.101584,-0.000235617,0.0309373,-0.00485897,0.0313174
17,-0.00300945,-1.48024,1.31318,0.00833333,0.1964,-0.000217067,0.0299153,-0.00464118,0.030274
18,-0.186067,-1.50431,1.38014,0.00833333,0.311741,-0.000279635,0.0314072,-0.00425816,0.0316958
19,-0.200121,-1.63954,1.09961,0.00833333,0.202451,-0.000215322,0.0440178,-0.0106977,0.0452996
20,-0.165308,-1.4418,1.07367,0.00833333,0.101225,0.00311753,0.0450816,-0.000395894,0.045191
21,-0.147901,-1.34293,1.0607,0.00833333,0.0302772,0.00478396,0.0456135,0.00475502,0.0461095
22,-0.162639,-1.31792,1.0521,0.00833333,0.0244103,0.0054532,0.0466725,0.00643289,0.0474282
23,-0.147901,-1.34293,1.0607,0.00833333,0.0350485,0.00478396,0.0456135,0.00475502,0.0461095
24,-0.00300945,-1.48024,1.31318,0.00833333,0.194223,-0.000217067,0.0299153,-0.00464118,0.030274
25,0.164968,-1.48811,1.41036,0.00833333,0.330073,-0.000115067,0.0291615,-0.00487518,0.0295664
26,0.256514,-1.6164,1.12034,0.00833333,0.204732,-0.00333333,0.0241653,-0.00374401,0.0246797
27,0.225455,-1.46222,0.989277,0.00833333,0.102366,0.00397927,0.0194082,-0.0115984,0.0229573
28,0.209926,-1.38513,0.923743,0.00833333,0.0367177,0.00763558,0.0170298,-0.0155256,0.0242767
29,0.206628,-1.34891,0.928823,0.00833333,0.0296028,0.00837775,0.0172466,-0.016447,0.0252614
30,0.209926,-1.38513,0.923743,0.00833333,0.0425039,0.00763558,0.0170298,-0.0155256,0.0242767
1,0.0166063,-1.53744,0.986235,0.0166667,0.142041,-0.000537347,0.0274826,-0.00505751,0.0279493
2,-0.0655267,-1.50747,0.874292,0.0166667,0.42575,-0.00120264,0.0279466,-0.00444973,0.0283242
3,-0.0268177,-1.33805,0.485623,0.0166667,0.435671,0.00119328,0.0205126,-0.00754231,0.0218878
4,0.00688321,-1.47731,0.0741875,0.0166667,0.12329,0.00110566,0.003057,-0.00204805,0.00384217
5,0.0196219,-1.36152,0.033808,0.0166667,0.0619292,0.000122402,0.00280011,-0.00312211,0.00419561
6,0.0166063,-1.53744,0.986235,0.0166667,0.141581,-0.000537347,0.0274826,-0.00505751,0.0279493
7,0.110777,-1.50147,0.886821,0.0166667,0.419585,-0.00115797,0.0284774,-0.00529259,0.0289882
8,0.11734,-1.50725,0.467327,0.0166667,0.438639,0.00662078,0.0514117,-0.0061869,0.0522042
9,0.10038,-1.94529,0.482884,0.0166667,0.125831,0.000328317,0.0518174,0.00160077,0.0518432
10,0.113816,-2.03092,0.391673,0.0166667,0.0630931,0.000571646,0.0508707,0.00251579,0.050936
11,0.0166063,-1.53744,0.986235,0.0166667,0.110109,-0.000537347,0.0274826,-0.00505751,0.0279493
12,0.0106651,-1.5186,1.09456,0.0166667,0.110769,-0.00044789,0.0283699,-0.00520325,0.0288466
13,0.00445286,-1.48153,1.19876,0.0166667,0.113377,-0.000534897,0.0294527,-0.00558722,0.0299827
14,-0.00352089,-1.45031,1.30746,0.0166667,0.0992071,-0.000511448,0.0299311,-0.00572181,0.0304774
15,-0.0127099,-1.42842,1.40378,0.0166667,0.0974229,-0.00051796,0.0308553,-0.0059278,0.0314238
16,-0.0233075,-1.4265,1.50061,0.0166667,0.101584,-0.000356283,0.0305915,-0.00590444,0.0311581
17,-0.00352089,-1.45031,1.30746,0.0166667,0.1964,-0.000511448,0.0299311,-0.00572181,0.0304774
18,-0.186756,-1.47328,1.37432,0.0166667,0.311741,-0.00068821,0.0310258,-0.00582099,0.0315746
19,-0.201327,-1.5945,1.08748,0.0166667,0.202451,-0.00120598,0.0450346,-0.012127,0.0466545
20,-0.162613,-1.39638,1.07222,0.0166667,0.101225,0.00269413,0.0454215,-0.00144994,0.0455244
21,-0.143257,-1.29731,1.06459,0.0166667,0.0302772,0.00464417,0.045615,0.00388861,0.0460154
22,-0.157306,-1.27143,1.05757,0.0166667,0.0244103,0.00533307,0.046491,0.00547445,0.047115
23,-0.143257,-1.29731,1.06459,0.0166667,0.0350485,0.00464417,0.045615,0.00388861,0.0460154
24,-0.00352089,-1.45031,1.30746,0.0166667,0.194223,-0.000511448,0.0299311,-0.00572181,0.0304774
25,0.164317,-1.45854,1.40485,0.0166667,0.330073,-0.000651091,0.0295728,-0.00551057,0.0300889
26,0.251912,-1.59201,1.11596,0.0166667,0.204732,-0.0046024,0.0243858,-0.00438774,0.0252012
27,0.22847,-1.44198,0.978641,0.0166667,0.102366,0.00301446,0.0202374,-0.0106367,0.0230604
28,0.216748,-1.36696,0.909982,0.0166667,0.0367177,0.0068229,0.0181632,-0.0137612,0.023787
29,0.214129,-1.33059,0.914266,0.0166667,0.0296028,0.00750123,0.0183212,-0.0145577,0.0245735
30,0.216748,-1.36696,0.909982,0.0166667,0.0425039,0.0068229,0.0181632,-0.0137612,0.023787
1,0.0166593,-1.50976,0.982876,0.025,0.142041,5.30556e-05,0.0276802,-0.00335836,0.0278832
2,-0.0677104,-1.47968,0.872637,0.025,0.42575,-0.00218368,0.027783,-0.00165439,0.0279178
3,-0.0264855,-1.31892,0.480568,0.025,0.435671,0.000332169,0.0191321,-0.00505534,0.0197916
4,0.00745283,-1.47395,0.0748312,0.025,0.12329,0.000569619,0.00336218,0.000643611,0.00347029
5,0.0206314,-1.35857,0.0334162,0.025,0.0619292,0.00100952,0.0029465,-0.000391811,0.00313919
6,0.0166593,-1.50976,0.982876,0.025,0.141581,5.30556e-05,0.0276802,-0.00335836,0.0278832
7,0.108793,-1.47336,0.881726,0.025,0.419585,-0.00198431,0.0281115,-0.00509524,0.0286383
8,0.124204,-1.45552,0.462803,0.025,0.438639,0.00686378,0.0517336,-0.00452355,0.0523826
9,0.101022,-1.89308,0.483018,0.025,0.125831,0.000641964,0.052209,0.00013414,0.0522131
10,0.113588,-1.97842,0.391407,0.025,0.0630931,-0.000228792,0.0525042,-0.000265777,0.0525054
11,0.0166593,-1.50976,0.982876,0.025,0.110109,5.30556e-05,0.0276802,-0.00335836,0.0278832
12,0.0103697,-1.48996,1.09101,0.025,0.110769,-0.000295356,0.0286354,-0.00354862,0.0288559
13,0.00337425,-1.45234,1.19496,0.025,0.113377,-0.0010786,0.0291923,-0.00379813,0.0294581
14,-0.00435093,-1.42162,1.30382,0.025,0.0992071,-0.000830038,0.0286875,-0.00363648,0.028929
15,-0.0140076,-1.39773,1.39962,0.025,0.0974229,-0.00129774,0.0306876,-0.00415885,0.0309953
16,-0.0243638,-1.39536,1.49646,0.025,0.101584,-0.00105632,0.0311379,-0.00414264,0.0314301
17,-0.00435093,-1.42162,1.30382,0.025,0.1964,-0.000830038,0.0286875,-0.00363648,0.028929
18,-0.187742,-1.44357,1.37059,0.025,0.311741,-0.000986531,0.0297077,-0.00372291,0.0299563
19,-0.202869,-1.5508,1.07827,0.025,0.202451,-0.00154229,0.0437002,-0.00921381,0.0446876
20,-0.160137,-1.35297,1.07364,0.025,0.101225,0.00247668,0.0434078,0.0014236,0.0435017
21,-0.138771,-1.25405,1.07133,0.025,0.0302772,0.00448616,0.0432615,0.00674236,0.044013
22,-0.152479,-1.22762,1.06583,0.025,0.0244103,0.00482719,0.0438037,0.00825191,0.0448348
23,-0.138771,-1.25405,1.07133,0.025,0.0350485,0.00448616,0.0432615,0.00674236,0.044013
24,-0.00435093,-1.42162,1.30382,0.025,0.194223,-0.000830038,0.0286875,-0.00363648,0.028929
25,0.163435,-1.4316,1.40114,0.025,0.330073,-0.000882044,0.0269327,-0.00371099,0.0272015
26,0.246774,-1.5712,1.11388,0.025,0.204732,-0.00513789,0.0208149,-0.002074,0.0215397
27,0.230799,-1.42459,0.971881,0.025,0.102366,0.0023296,0.0173948,-0.00676006,0.018807
28,0.222812,-1.35128,0.900879,0.025,0.0367177,0.00606337,0.0156847,-0.00910306,0.0191217
29,0.221222,-1.31477,0.904474,0.025,0.0296028,0.00709221,0.0158186,-0.00979149,0.0199098
30,0.222812,-1.35128,0.900879,0.025,0.0425039,0.00606337,0.0156847,-0.00910306,0.0191217
1,0.0174335,-1.48314,0.97923,0.0333333,0.142041,0.000774188,0.0266246,-0.00364631,0.0268842
2,-0.0700783,-1.45321,0.871427,0.0333333,0.42575,-0.00236785,0.0264744,-0.00121075,0.0266076
3,-0.0264029,-1.30231,0.475719,0.0333333,0.435671,8.26716e-05,0.0166105,-0.00484908,0.017304
4,0.00820614,-1.47134,0.0756707,0.0333333,0.12329,0.000753313,0.0026077,0.000839561,0.00284121
5,0.0204292,-1.3562,0.0333271,0.0333333,0.0619292,-0.000202173,0.00237548,-8.90642e-05,0.00238573
6,0.0174335,-1.48314,0.97923,0.0333333,0.141581,0.000774188,0.0266246,-0.00364631,0.0268842
7,0.10662,-1.44703,0.87537,0.0333333,0.419585,-0.00217304,0.0263338,-0.00635582,0.027177
8,0.131642,-1.4039,0.458757,0.0333333,0.438639,0.00743776,0.0516169,-0.00404599,0.0523067
9,0.102268,-1.84103,0.480249,0.0333333,0.125831,0.00124512,0.05205,-0.00276887,0.0521385
10,0.113608,-1.92402,0.386347,0.0333333,0.0630931,2.04518e-05,0.054401,-0.00505996,0.0546359
11,0.0174335,-1.48314,0.97923,0.0333333,0.110109,0.000774188,0.0266246,-0.00364631,0.0268842
12,0.0105575,-1.46278,1.08722,0.0333333,0.110769,0.000187747,0.0271794,-0.00378513,0.0274423
13,0.00233708,-1.42462,1.19089,0.0333333,0.113377,-0.00103718,0.0277191,-0.00407195,0.0280358
14,-0.00507229,-1.39348,1.29965,0.0333333,0.0992071,-0.000721357,0.0281368,-0.00416863,0.0284531
15,-0.0153322,-1.36799,1.39498,0.0333333,0.0974229,-0.00132459,0.0297426,-0.0046463,0.0301325
16,-0.0254778,-1.36515,1.49183,0.0333333,0.101584,-0.00111404,0.0302047,-0.00463653,0.0305787
17,-0.00507229,-1.39348,1.29965,0.0333333,0.1964,-0.000721357,0.0281368,-0.00416863,0.0284531
18,-0.188638,-1.41353,1.36654,0.0333333,0.311741,-0.000895903,0.030041,-0.00404942,0.0303259
19,-0.204364,-1.50541,1.06907,0.0333333,0.202451,-0.00149532,0.0453901,-0.00919986,0.0463372
20,-0.158226,-1.30838,1.07517,0.0333333,0.101225,0.00191109,0.0445832,0.00152624,0.0446502
21,-0.135157,-1.20987,1.07822,0.0333333,0.0302772,0.00361429,0.0441798,0.00688922,0.0448595
22,-0.148005,-1.18275,1.07419,0.0333333,0.0244103,0.00447324,0.0448682,0.0083636,0.0458598
23,-0.135157,-1.20987,1.07822,0.0333333,0.0350485,0.00361429,0.0441798,0.00688922,0.0448595
24,-0.00507229,-1.39348,1.29965,0.0333333,0.194223,-0.000721357,0.0281368,-0.00416863,0.0284531
25,0.162643,-1.4047,1.39696,0.0333333,0.330073,-0.000791401,0.0269026,-0.00418222,0.0272372
26,0.241772,-1.55057,1.11164,0.0333333,0.204732,-0.00500122,0.0206262,-0.00224769,0.0213425
27,0.232781,-1.40752,0.965448,0.0333333,0.102366,0.00198162,0.0170643,-0.00643265,0.0183439
28,0.228285,-1.336,0.892354,0.0333333,0.0367177,0.00547303,0.0152835,-0.00852513,0.0183362
29,0.228059,-1.29935,0.894674,0.0333333,0.0296028,0.00683744,0.0154204,-0.00980014,0.0195085
30,0.228285,-1.336,0.892354,0.0333333,0.0425039,0.00547303,0.0152835,-0.00852513,0.0183362
1,0.018168,-1.4566,0.976216,0.0416667,0.142041,0.000734506,0.0265399,-0.00301409,0.0267206
2,-0.0717656,-1.42702,0.870325,0.0416667,0.42575,-0.00168739,0.0261852,-0.00110185,0.0262626
3,-0.0259002,-1.28807,0.470509,0.0416667,0.435671,0.000502683,0.0142342,-0.00520971,0.0151659
4,0.00853222,-1.47021,0.0762373,0.0416667,0.12329,0.000326075,0.00113392,0.000566602,0.00130887
5,0.0195135,-1.35541,0.0326279,0.0416667,0.0619292,-0.00091571,0.000786066,-0.000699196,0.00139474
6,0.018168,-1.4566,0.976216,0.0416667,0.141581,0.000734506,0.0265399,-0.00301409,0.0267206
7,0.105002,-1.42162,0.870001,0.0416667,0.419585,-0.00161812,0.0254058,-0.00536919,0.0260173
8,0.138401,-1.3524,0.457515,0.0416667,0.438639,0.00675964,0.0515022,-0.00124273,0.0519588
9,0.103528,-1.78928,0.475416,0.0416667,0.125831,0.00126092,0.0517446,-0.00483394,0.0519852
10,0.113935,-1.86747,0.377373,0.0416667,0.0630931,0.000326626,0.0565497,-0.00897452,0.0572583
11,0.018168,-1.4566,0.976216,0.0416667,0.110109,0.000734506,0.0265399,-0.00301409,0.0267206
12,0.0111195,-1.43583,1.08412,0.0416667,0.110769,0.000562024,0.0269531,-0.00310385,0.0271371
13,0.00177837,-1.39659,1.18728,0.0416667,0.113377,-0.000558704,0.0280342,-0.0036037,0.0282704
14,-0.00617639,-1.3633,1.29537,0.0416667,0.0992071,-0.0011041,0.0301831,-0.00428081,0.0305051
15,-0.0165989,-1.33781,1.39068,0.0416667,0.0974229,-0.0012667,0.0301864,-0.0042994,0.0305174
16,-0.0263015,-1.33596,1.4876,0.0416667,0.101584,-0.000823632,0.0291955,-0.00423002,0.0295119
17,-0.00617639,-1.3633,1.29537,0.0416667,0.1964,-0.0011041,0.0301831,-0.00428081,0.0305051
18,-0.190066,-1.38208,1.36174,0.0416667,0.311741,-0.0014275,0.0314499,-0.00480342,0.0318466
19,-0.206835,-1.45866,1.06002,0.0416667,0.202451,-0.00247084,0.0467529,-0.00904906,0.0476847
20,-0.157099,-1.2631,1.07635,0.0416667,0.101225,0.00112697,0.0452895,0.00118375,0.045319
21,-0.132231,-1.16531,1.08452,0.0416667,0.0302772,0.00292587,0.0445578,0.00630009,0.045096
22,-0.144403,-1.13777,1.08136,0.0416667,0.0244103,0.0036025,0.0449816,0.00716639,0.0456911
23,-0.132231,-1.16531,1.08452,0.0416667,0.0350485,0.00292587,0.0445578,0.00630009,0.045096
24,-0.00617639,-1.3633,1.29537,0.0416667,0.194223,-0.0011041,0.0301831,-0.00428081,0.0305051
25,0.161059,-1.37253,1.39371,0.0416667,0.330073,-0.00158435,0.032174,-0.0032506,0.0323766
26,0.235672,-1.52397,1.11008,0.0416667,0.204732,-0.00610079,0.0266035,-0.00155997,0.0273386
27,0.233351,-1.38468,0.960044,0.0416667,0.102366,0.000570714,0.0228376,-0.00540417,0.0234753
28,0.232191,-1.31504,0.885028,0.0416667,0.0367177,0.00390647,0.0209547,-0.0073263,0.0225397
29,0.233507,-1.27836,0.885955,0.0416667,0.0296028,0.00544828,0.0209935,-0.00871921,0.0233759
30,0.232191,-1.31504,0.885028,0.0416667,0.0425039,0.00390647,0.0209547,-0.0073263,0.0225397
1,0.0182491,-1.42984,0.973947,0.05,0.142041,8.1053e-05,0.0267601,-0.00226903,0.0268562
2,-0.0715368,-1.40084,0.867772,0.05,0.42575,0.0002288,0.0261844,-0.00255322,0.0263096
3,-0.0251734,-1.2746,0.463818,0.05,0.435671,0.000726782,0.0134686,-0.0066914,0.0150568
4,0.00897947,-1.4693,0.0755682,0.05,0.12329,0.000447251,0.000911832,-0.000669122,0.00121622
5,0.0201733,-1.35512,0.030427,0.05,0.0619292,0.000659745,0.000297546,-0.00220093,0.00231687
6,0.0182491,-1.42984,0.973947,0.05,0.141581,8.1053e-05,0.0267601,-0.00226903,0.0268562
7,0.105236,-1.39561,0.867613,0.05,0.419585,0.000234246,0.0260109,-0.0023877,0.0261213
8,0.142862,-1.30105,0.460557,0.05,0.438639,0.00446022,0.0513521,0.00304291,0.0516352
9,0.104361,-1.73789,0.469984,0.05,0.125831,0.000832111,0.0513917,-0.00543159,0.0516847
10,0.114757,-1.80896,0.366667,0.05,0.0630931,0.000822321,0.0585049,-0.0107051,0.0594819
11,0.0182491,-1.42984,0.973947,0.05,0.110109,8.1053e-05,0.0267601,-0.00226903,0.0268562
12,0.0114479,-1.40872,1.0818,0.05,0.110769,0.000328426,0.0271062,-0.00232041,0.0272073
13,0.0021859,-1.3686,1.18463,0.05,0.113377,0.000407523,0.0279922,-0.00265467,0.0281208
14,-0.00609917,-1.33358,1.29214,0.05,0.0992071,7.72187e-05,0.0297246,-0.00322843,0.0298995
15,-0.0164826,-1.30763,1.38733,0.05,0.0974229,0.000116311,0.0301765,-0.0033462,0.0303617
16,-0.0257543,-1.30674,1.48431,0.05,0.101584,0.000547189,0.0292174,-0.00329053,0.0294072
17,-0.00609917,-1.33358,1.29214,0.05,0.1964,7.72187e-05,0.0297246,-0.00322843,0.0298995
18,-0.190228,-1.35112,1.35818,0.05,0.311741,-0.000162557,0.0309573,-0.00355661,0.0311614
19,-0.208064,-1.41399,1.05337,0.05,0.202451,-0.00122866,0.0446656,-0.00664747,0.0451742
20,-0.154179,-1.22045,1.07831,0.05,0.101225,0.00291958,0.0426486,0.00195396,0.042793
21,-0.127237,-1.12367,1.09077,0.05,0.0302772,0.00499369,0.04164,0.00625467,0.0424023
22,-0.139189,-1.09609,1.08719,0.05,0.0244103,0.00521378,0.0416842,0.00582838,0.0424113
23,-0.127237,-1.12367,1.09077,0.05,0.0350485,0.00499369,0.04164,0.00625467,0.0424023
24,-0.00609917,-1.33358,1.29214,0.05,0.194223,7.72187e-05,0.0297246,-0.00322843,0.0298995
25,0.160796,-1.34138,1.39118,0.05,0.330073,-0.000262648,0.0311458,-0.00253034,0.0312495
26,0.230592,-1.49809,1.10919,0.05,0.204732,-0.00507928,0.0258768,-0.000889421,0.0263855
27,0.234677,-1.36267,0.955699,0.05,0.102366,0.00132509,0.0220182,-0.00434452,0.0224818
28,0.236719,-1.29495,0.878956,0.05,0.0367177,0.00452729,0.0200888,-0.0060721,0.0214692
29,0.239652,-1.25835,0.878973,0.05,0.0296028,0.00614437,0.0200068,-0.00698167,0.0220628
30,0.236719,-1.29495,0.878956,0.05,0.0425039,0.00452729,0.0200888,-0.0060721,0.0214692
1,0.0179054,-1.40315,0.972485,0.0583333,0.142041,-0.000343688,0.0266924,-0.00146186,0.0267346
2,-0.0716274,-1.37488,0.865898,0.0583333,0.42575,-9.05469e-05,0.0259554,-0.00187355,0.0260231
3,-0.0250033,-1.26237,0.457939,0.0583333,0.435671,0.000170119,0.0122331,-0.00587878,0.0135735
4,0.00963775,-1.46904,0.0759723,0.0583333,0.12329,0.000658281,0.000259995,0.00040409,0.000814997
5,0.0208813,-1.35556,0.0290892,0.0583333,0.0619292,0.000708047,-0.000449061,-0.00133784,0.00157886
6,0.0179054,-1.40315,0.972485,0.0583333,0.141581,-0.000343688,0.0266924,-0.00146186,0.0267346
7,0.105133,-1.36925,0.866241,0.0583333,0.419585,-0.000103176,0.0263579,-0.00137198,0.0263938
8,0.144983,-1.2508,0.465701,0.0583333,0.438639,0.00212157,0.0502503,0.00514346,0.0505574
9,0.105102,-1.68761,0.462894,0.0583333,0.125831,0.000741825,0.0502814,-0.00708985,0.0507842
10,0.115556,-1.75164,0.355079,0.0583333,0.0630931,0.000799052,0.0573199,-0.0115881,0.058485
11,0.0179054,-1.40315,0.972485,0.0583333,0.110109,-0.000343688,0.0266924,-0.00146186,0.0267346
12,0.011178,-1.38114,1.08016,0.0583333,0.110769,-0.000269914,0.0275892,-0.00163662,0.027639
13,0.00241846,-1.34069,1.18291,0.0583333,0.113377,0.000232565,0.0279077,-0.00171733,0.0279615
14,-0.00509838,-1.30615,1.29064,0.0583333,0.0992071,0.00100079,0.027429,-0.00150609,0.0274885
15,-0.015297,-1.27901,1.38551,0.0583333,0.0974229,0.00118563,0.0286138,-0.00181687,0.0286959
16,-0.0245543,-1.27757,1.48249,0.0583333,0.101584,0.0012,0.0291685,-0.00182211,0.02925
17,-0.00509838,-1.30615,1.29064,0.0583333,0.1964,0.00100079,0.027429,-0.00150609,0.0274885
18,-0.189226,-1.32177,1.35717,0.0583333,0.311741,0.00100255,0.0293576,-0.00101864,0.0293923
19,-0.207717,-1.37241,1.05012,0.0583333,0.202451,0.000346929,0.0415798,-0.00324738,0.0417079
20,-0.15009,-1.18116,1.08308,0.0583333,0.101225,0.0040887,0.0392894,0.00477076,0.0397886
21,-0.121277,-1.08553,1.09955,0.0583333,0.0302772,0.00595959,0.0381441,0.00877988,0.0395926
22,-0.132591,-1.05745,1.10017,0.0583333,0.0244103,0.00659849,0.0386358,0.0129873,0.0412909
23,-0.121277,-1.08553,1.09955,0.0583333,0.0350485,0.00595959,0.0381441,0.00877988,0.0395926
24,-0.00509838,-1.30615,1.29064,0.0583333,0.194223,0.00100079,0.027429,-0.00150609,0.0274885
25,0.161993,-1.31655,1.3891,0.0583333,0.330073,0.00119689,0.0248284,-0.00207758,0.0249439
26,0.227491,-1.47838,1.10897,0.0583333,0.204732,-0.00310126,0.0197173,-0.000215888,0.0199609
27,0.237399,-1.34716,0.952124,0.0583333,0.102366,0.00272205,0.015502,-0.00357515,0.0161401
28,0.242352,-1.28156,0.873701,0.0583333,0.0367177,0.00563371,0.0133944,-0.00525475,0.0154519
29,0.246567,-1.24511,0.872429,0.0583333,0.0296028,0.00691521,0.0132469,-0.00654441,0.0163135
30,0.242352,-1.28156,0.873701,0.0583333,0.0425039,0.00563371,0.0133944,-0.00525475,0.0154519
1,0.0175041,-1.3755,0.972271,0.0666667,0.142041,-0.00040126,0.0276463,-0.000214458,0.02765
2,-0.0724495,-1.34799,0.865842,0.0666667,0.42575,-0.000822142,0.026896,-5.63264e-05,0.0269086
3,-0.0257382,-1.25149,0.453811,0.0666667,0.435671,-0.00073491,0.0108843,-0.00412774,0.0116639
4,0.0108092,-1.46894,0.0780608,0.0666667,0.12329,0.00117141,9.84669e-05,0.00208852,0.00239662
5,0.0213682,-1.35637,0.0288936,0.0666667,0.0619292,0.000486908,-0.000806093,-0.0001956,0.000961834
6,0.0175041,-1.3755,0.972271,0.0666667,0.141581,-0.00040126,0.0276463,-0.000214458,0.02765
7,0.104299,-1.342,0.865547,0.0666667,0.419585,-0.000833564,0.0272461,-0.000694335,0.0272677
8,0.145958,-1.20164,0.472337,0.0666667,0.438639,0.000974894,0.0491576,0.00663605,0.0496131
9,0.105841,-1.63805,0.453974,0.0666667,0.125831,0.000739083,0.0495564,-0.00892007,0.0503582
10,0.11595,-1.6969,0.34321,0.0666667,0.0630931,0.000394404,0.054745,-0.0118693,0.0560183
11,0.0175041,-1.3755,0.972271,0.0666667,0.110109,-0.00040126,0.0276463,-0.000214458,0.02765
12,0.0107014,-1.35256,1.07975,0.0666667,0.110769,-0.000476548,0.0285777,-0.000413775,0.0285847
13,0.00235533,-1.31234,1.18262,0.0666667,0.113377,-6.31278e-05,0.0283483,-0.00028944,0.0283499
14,-0.00389901,-1.27952,1.29096,0.0666667,0.0992071,0.00119937,0.0266323,0.000326037,0.0266613
15,-0.0137846,-1.25098,1.38546,0.0666667,0.0974229,0.00151233,0.0280346,-5.30481e-05,0.0280754
16,-0.0233208,-1.24847,1.48238,0.0666667,0.101584,0.00123346,0.0290974,-0.000101805,0.0291237
17,-0.00389901,-1.27952,1.29096,0.0666667,0.1964,0.00119937,0.0266323,0.000326037,0.0266613
18,-0.187994,-1.29235,1.35817,0.0666667,0.311741,0.00123145,0.0294125,0.00100577,0.0294555
19,-0.207178,-1.33312,1.0497,0.0666667,0.202451,0.000538945,0.0392984,-0.000419974,0.0393044
20,-0.14626,-1.1443,1.09001,0.0666667,0.101225,0.00383016,0.0368545,0.00693285,0.037696
21,-0.115802,-1.0499,1.11016,0.0666667,0.0302772,0.00547577,0.0356325,0.0106091,0.0375794
22,-0.12645,-1.02162,1.11213,0.0666667,0.0244103,0.00614102,0.03583,0.0119555,0.038268
23,-0.115802,-1.0499,1.11016,0.0666667,0.0350485,0.00547577,0.0356325,0.0106091,0.0375794
24,-0.00389901,-1.27952,1.29096,0.0666667,0.194223,0.00119937,0.0266323,0.000326037,0.0266613
25,0.163406,-1.29518,1.38836,0.0666667,0.330073,0.00141299,0.0213715,-0.000738978,0.0214309
