id,x,y,z,time,length,vx,vy,vz,speed
14,-1.54887,7.86641,5.08929,0.0166667,0.0897652,0.000467747,0.000628591,0.000192046,0.000806719
15,-1.54097,7.89259,5.4473,0.0166667,0.0888914,0.000384599,0.000765443,0.000184059,0.000876183
16,-1.53597,7.81944,5.79523,0.0166667,0.0904989,3.6031e-05,0.000423431,0.000118494,0.000441173
17,-1.54887,7.86641,5.08929,0.0166667,0.197736,0.000467747,0.000628591,0.000192046,0.000806719
18,-0.81642,7.84949,5.38732,0.0166667,0.261453,0.000287533,-0.00162923,0.000542045,0.00174094
19,-0.760849,7.81653,4.34351,0.0166667,0.192996,-0.000128761,-0.00231338,0.000540376,0.00237914
20,-0.6876,7.56698,3.61665,0.0166667,0.0964978,-0.00102662,-0.00286055,0.00063473,0.00310476
21,-0.650975,7.44221,3.25323,0.0166667,0.0352984,-0.00147554,-0.00313413,0.000681877,0.00353058
22,-0.633238,7.32419,3.17778,0.0166667,0.0284585,-0.00134289,-0.00335538,0.00105369,0.0037646
23,-0.650975,7.44221,3.25323,0.0166667,0.0408609,-0.00147554,-0.00313413,0.000681877,0.00353058
24,-1.54887,7.86641,5.08929,0.0166667,0.221259,0.000467747,0.000628591,0.000192046,0.000806719
25,-2.41332,7.88127,5.27848,0.0166667,0.248715,0.000404835,0.00308728,-0.000222564,0.00312166
26,-2.35257,8.05541,4.30087,0.0166667,0.194548,0.00139195,0.00378871,-3.93391e-05,0.00403651
27,-2.53144,7.9635,3.54911,0.0166667,0.0972745,0.00133014,0.00468183,-0.000136018,0.00486901
28,-2.62088,7.91754,3.17323,0.0166667,0.0289938,0.00129926,0.00512838,-0.000184357,0.00529362
29,-2.68522,7.9749,3.09563,0.0166667,0.0233755,0.00133729,0.00541389,-7.80821e-06,0.00557661
30,-2.62088,7.91754,3.17323,0.0166667,0.0335627,0.00129926,0.00512838,-0.000184357,0.00529362
1,-1.58763,7.87301,3.72237,0.0333333,0.129275,0.000576317,0.000976443,0.00017494,0.00114725
2,-1.26964,7.73182,3.33983,0.0333333,0.363239,0.000833571,0.000808716,0.000449777,0.00124546
3,-1.32396,7.52584,1.90257,0.0333333,0.419434,0.000548244,0.001652,0.000338525,0.00177321
4,-1.22366,8.07594,0.320767,0.0333333,0.100718,8.15392e-05,0.000444174,-0.000113547,0.000465652
5,-1.26087,7.67492,0.310795,0.0333333,0.0512692,0.000285059,0.000419736,9.53078e-05,0.000516256
6,-1.58763,7.87301,3.72237,0.0333333,0.13724,0.000576317,0.000976443,0.00017494,0.00114725
7,-1.96931,7.76235,3.34365,0.0333333,0.374499,0.000847608,0.00124776,-0.000179231,0.00151904
8,-1.8773,7.74647,1.84856,0.0333333,0.387506,0.000670075,0.000146151,-0.000180125,0.000709088
9,-1.77502,8.07477,0.337164,0.0333333,0.099977,0.000435233,0.000121832,-0.000201344,0.000494783
10,-1.78923,7.68814,0.23598,0.0333333,0.0501941,0.000411212,8.01086e-05,-3.86387e-05,0.000420721
11,-1.58763,7.87301,3.72237,0.0333333,0.11406,0.000576317,0.000976443,0.00017494,0.00114725
12,-1.57247,7.86947,4.17834,0.0333333,0.113686,0.000520974,0.00093019,0.00017643,0.00108065
13,-1.54412,7.88481,4.63194,0.0333333,0.114573,0.000586152,0.000860095,0.000174761,0.0010554
14,-1.54674,7.86961,5.08998,0.0333333,0.0897652,0.000532687,0.000798464,0.000172496,0.00097522
15,-1.53967,7.89602,5.44799,0.0333333,0.0888914,0.000325084,0.000856757,0.000172496,0.000932452
16,-1.53632,7.82117,5.79558,0.0333333,0.0904989,-8.7887e-05,0.000433683,8.74996e-05,0.000451067
17,-1.54674,7.86961,5.08998,0.0333333,0.197736,0.000532687,0.000798464,0.000172496,0.00097522
18,-0.814506,7.84684,5.38815,0.0333333,0.261453,0.000478417,-0.000662088,0.000208378,0.000843009
19,-0.761029,7.81086,4.34433,0.0333333,0.192996,-4.49121e-05,-0.00141799,0.000205994,0.00143358
20,-0.690813,7.56104,3.61727,0.0333333,0.0964978,-0.000803247,-0.00148606,0.000154555,0.00169631
21,-0.655705,7.43613,3.25374,0.0333333,0.0352984,-0.00118242,-0.00152004,0.000128865,0.00193009
22,-0.637663,7.31743,3.17943,0.0333333,0.0284585,-0.00110625,-0.00168884,0.000413954,0.0020609
23,-0.655705,7.43613,3.25374,0.0333333,0.0408609,-0.00118242,-0.00152004,0.000128865,0.00193009
24,-1.54674,7.86961,5.08998,0.0333333,0.221259,0.000532687,0.000798464,0.000172496,0.00097522
25,-2.41108,7.89105,5.279,0.0333333,0.248715,0.00055784,0.00244379,0.000129342,0.00250999
26,-2.34538,8.06806,4.30222,0.0333333,0.194548,0.00179577,0.00316167,0.000338435,0.00365178
27,-2.5248,7.98108,3.55001,0.0333333,0.0972745,0.00165981,0.00439441,0.000224233,0.00470278
28,-2.61452,7.93758,3.1739,0.0333333,0.0289938,0.0015918,0.00501084,0.000167131,0.00526026
29,-2.67837,7.99563,3.09641,0.0333333,0.0233755,0.00171256,0.00518382,0.00019598,0.00546289
30,-2.61452,7.93758,3.1739,0.0333333,0.0335627,0.0015918,0.00501084,0.000167131,0.00526026
1,-1.5859,7.8769,3.72323,0.05,0.129275,0.000431776,0.00097084,0.000214577,0.00108398
2,-1.26771,7.73488,3.34115,0.05,0.363239,0.000480443,0.000764847,0.000331402,0.000962104
3,-1.32146,7.53231,1.90339,0.05,0.419434,0.000627011,0.00161862,0.000204623,0.00174784
4,-1.22208,8.07686,0.319605,0.05,0.100718,0.000395447,0.000228643,-0.000290573,0.000541377
5,-1.25873,7.67576,0.310746,0.05,0.0512692,0.000534236,0.000209332,-1.23382e-05,0.000573917
6,-1.5859,7.8769,3.72323,0.05,0.13724,0.000431776,0.00097084,0.000214577,0.00108398
7,-1.96731,7.7674,3.34389,0.05,0.374499,0.000501603,0.00126266,5.9545e-05,0.00135995
8,-1.87523,7.74736,1.84886,0.05,0.387506,0.000517726,0.000223637,7.30455e-05,0.000568673
9,-1.77324,8.07475,0.337239,0.05,0.099977,0.000445127,-4.76837e-06,1.86265e-05,0.000445543
10,-1.78725,7.68791,0.236828,0.05,0.0501941,0.00049451,-5.71012e-05,0.000212148,0.000541117
11,-1.5859,7.8769,3.72323,0.05,0.11406,0.000431776,0.00097084,0.000214577,0.00108398
12,-1.57099,7.87274,4.17921,0.05,0.113686,0.000370324,0.000816584,0.000215292,0.000922117
13,-1.54248,7.88783,4.6328,0.05,0.114573,0.000409663,0.000755429,0.000214934,0.000885829
14,-1.54492,7.87317,5.09085,0.05,0.0897652,0.000453889,0.000892043,0.000219584,0.00102468
15,-1.53775,7.90009,5.44883,0.05,0.0888914,0.000479162,0.00101745,0.000209808,0.00114404
16,-1.53423,7.82231,5.79577,0.05,0.0904989,0.000520855,0.000284672,4.8399e-05,0.000595542
17,-1.54492,7.87317,5.09085,0.05,0.197736,0.000453889,0.000892043,0.000219584,0.00102468
18,-0.812619,7.84846,5.3887,0.05,0.261453,0.000471666,0.000404358,0.000137091,0.000636214
19,-0.762106,7.80901,4.34486,0.05,0.192996,-0.000269338,-0.000462294,0.000131369,0.000550923
20,-0.694031,7.55916,3.6176,0.05,0.0964978,-0.000804588,-0.000468254,8.24928e-05,0.000934574
21,-0.659994,7.43424,3.25397,0.05,0.0352984,-0.00107221,-0.000471234,5.80549e-05,0.00117264
22,-0.643206,7.31444,3.18116,0.05,0.0284585,-0.00138582,-0.000747204,0.00043112,0.00163239
23,-0.659994,7.43424,3.25397,0.05,0.0408609,-0.00107221,-0.000471234,5.80549e-05,0.00117264
24,-1.54492,7.87317,5.09085,0.05,0.221259,0.000453889,0.000892043,0.000219584,0.00102468
25,-2.4091,7.89756,5.28027,0.05,0.248715,0.000494957,0.00162673,0.000318408,0.00172992
26,-2.33845,8.07495,4.30391,0.05,0.194548,0.00173396,0.00172234,0.000422239,0.00248019
27,-2.51715,7.99613,3.55063,0.05,0.0972745,0.00191349,0.00376451,0.000154614,0.00422574
28,-2.6065,7.95673,3.17398,0.05,0.0289938,0.00200331,0.00478554,2.0802e-05,0.00518797
29,-2.6709,8.0154,3.09743,0.05,0.0233755,0.00186658,0.00494254,0.000253737,0.00528934
30,-2.6065,7.95673,3.17398,0.05,0.0335627,0.00200331,0.00478554,2.0802e-05,0.00518797
1,-1.5845,7.87988,3.72431,0.0666667,0.129275,0.000351638,0.000745058,0.000270903,0.000867265
2,-1.26649,7.73704,3.34239,0.0666667,0.363239,0.000306845,0.000540495,0.000309885,0.00069449
3,-1.31896,7.53789,1.90411,0.0666667,0.419434,0.000623107,0.00139391,0.000178993,0.0015373
4,-1.22038,8.07638,0.318202,0.0666667,0.100718,0.000423521,-0.000119686,-0.000350684,0.000562738
5,-1.25611,7.67518,0.310123,0.0666667,0.0512692,0.000654906,-0.00014472,-0.000155784,0.00068856
6,-1.5845,7.87988,3.72431,0.0666667,0.13724,0.000351638,0.000745058,0.000270903,0.000867265
7,-1.96599,7.77154,3.34472,0.0666667,0.374499,0.00033018,0.00103569,0.000209033,0.00110696
8,-1.87364,7.74851,1.84975,0.0666667,0.387506,0.000399172,0.00028789,0.000224054,0.000540758
9,-1.77181,8.07452,0.337826,0.0666667,0.099977,0.000357628,-5.6982e-05,0.000146687,0.00039072
10,-1.7852,7.68742,0.23834,0.0666667,0.0501941,0.00051108,-0.00012207,0.000377916,0.000647244
11,-1.5845,7.87988,3.72431,0.0666667,0.11406,0.000351638,0.000745058,0.000270903,0.000867265
12,-1.56976,7.87484,4.18029,0.0666667,0.113686,0.000306576,0.000525832,0.000270128,0.000665926
13,-1.54117,7.88989,4.63388,0.0666667,0.114573,0.00032568,0.000514865,0.000269294,0.000666087
14,-1.54344,7.8766,5.09197,0.0666667,0.0897652,0.000370681,0.000857711,0.000280023,0.000975441
15,-1.5383,7.90675,5.44973,0.0666667,0.0888914,-0.000136226,0.00166714,0.000224113,0.00168765
16,-1.53619,7.82719,5.79627,0.0666667,0.0904989,-0.000489891,0.00122011,0.000125527,0.00132076
17,-1.54344,7.8766,5.09197,0.0666667,0.197736,0.000370681,0.000857711,0.000280023,0.000975441
18,-0.811039,7.85186,5.38958,0.0666667,0.261453,0.00039506,0.000849843,0.000219584,0.00096256
19,-0.763726,7.81129,4.34563,0.0666667,0.192996,-0.000404894,0.000570297,0.000192881,0.000725521
20,-0.698104,7.55905,3.61897,0.0666667,0.0964978,-0.00101827,-2.7895e-05,0.000343025,0.00107486
21,-0.665294,7.43293,3.25565,0.0666667,0.0352984,-0.00132495,-0.000326991,0.000418067,0.00142731
22,-0.650253,7.31168,3.18488,0.0666667,0.0284585,-0.00176163,-0.000689745,0.00093025,0.00210819
23,-0.665294,7.43293,3.25565,0.0666667,0.0408609,-0.00132495,-0.000326991,0.000418067,0.00142731
24,-1.54344,7.8766,5.09197,0.0666667,0.221259,0.000370681,0.000857711,0.000280023,0.000975441
25,-2.40751,7.90264,5.28169,0.0666667,0.248715,0.000399053,0.00127089,0.000354409,0.00137841
26,-2.33237,8.07873,4.30543,0.0666667,0.194548,0.00151914,0.000945091,0.000379086,0.00182885
27,-2.50945,8.00798,3.55096,0.0666667,0.0972745,0.00192636,0.00296247,8.28505e-05,0.00353468
28,-2.59798,7.97261,3.17372,0.0666667,0.0289938,0.00212991,0.00397122,-6.52671e-05,0.00450681
29,-2.66203,8.03275,3.09801,0.0666667,0.0233755,0.00221813,0.00433707,0.000145614,0.00487355
30,-2.59798,7.97261,3.17372,0.0666667,0.0335627,0.00212991,0.00397122,-6.52671e-05,0.00450681
1,-1.5828,7.88218,3.72557,0.0833333,0.129275,0.000425607,0.000575781,0.000316083,0.000782671
2,-1.26522,7.73882,3.34349,0.0833333,0.363239,0.000315785,0.000445127,0.000273645,0.000610525
3,-1.31636,7.54339,1.90464,0.0833333,0.419434,0.00065124,0.00137699,0.000133753,0.00152908
4,-1.21901,8.07568,0.316567,0.0833333,0.100718,0.000344276,-0.000174761,-0.000408769,0.000562281
5,-1.25378,7.67439,0.308588,0.0833333,0.0512692,0.000584006,-0.000196338,-0.00038369,0.00072583
6,-1.5828,7.88218,3.72557,0.0833333,0.13724,0.000425607,0.000575781,0.000316083,0.000782671
7,-1.96465,7.77472,3.34611,0.0833333,0.374499,0.000333548,0.000793219,0.000346839,0.000927765
8,-1.872,7.75003,1.85119,0.0833333,0.387506,0.000408739,0.000379324,0.000358135,0.000662733
9,-1.77042,8.07427,0.338861,0.0833333,0.099977,0.000345469,-6.31809e-05,0.000258774,0.000436239
10,-1.78335,7.68702,0.239884,0.0833333,0.0501941,0.0004628,-9.98974e-05,0.000386171,0.000610976
11,-1.5828,7.88218,3.72557,0.0833333,0.11406,0.000425607,0.000575781,0.000316083,0.000782671
12,-1.5684,7.87672,4.18156,0.0833333,0.113686,0.000340223,0.000469685,0.000317574,0.000661217
13,-1.5401,7.89187,4.63516,0.0833333,0.114573,0.000268698,0.000494957,0.00032115,0.000648319
14,-1.54238,7.87948,5.09328,0.0833333,0.0897652,0.000264376,0.000717759,0.000327349,0.000832004
15,-1.53999,7.91379,5.45069,0.0833333,0.0888914,-0.000423223,0.00176001,0.000240684,0.00182611
16,-1.53925,7.83309,5.79698,0.0833333,0.0904989,-0.000765443,0.00147498,0.000176072,0.00167107
17,-1.54238,7.87948,5.09328,0.0833333,0.197736,0.000264376,0.000717759,0.000327349,0.000832004
18,-0.810005,7.85478,5.39095,0.0833333,0.261453,0.000258625,0.000730515,0.000342607,0.0008473
19,-0.766228,7.81375,4.34686,0.0833333,0.192996,-0.000625506,0.000614643,0.000308514,0.000929637
20,-0.703278,7.55877,3.62093,0.0833333,0.0964978,-0.00129341,-7.12872e-05,0.000488937,0.00138457
21,-0.671803,7.43128,3.25796,0.0833333,0.0352984,-0.00162736,-0.000414252,0.000579178,0.00177633
22,-0.658281,7.30874,3.18914,0.0833333,0.0284585,-0.00200696,-0.000736713,0.00106466,0.00238833
23,-0.671803,7.43128,3.25796,0.0833333,0.0408609,-0.00162736,-0.000414252,0.000579178,0.00177633
24,-1.54238,7.87948,5.09328,0.0833333,0.221259,0.000264376,0.000717759,0.000327349,0.000832004
25,-2.40644,7.9065,5.28294,0.0833333,0.248715,0.000268281,0.000965238,0.000310659,0.00104889
26,-2.32735,8.08076,4.30665,0.0833333,0.194548,0.00125551,0.000508308,0.000306606,0.00138877
27,-2.50326,8.01856,3.55116,0.0833333,0.0972745,0.00154531,0.00264311,5.0962e-05,0.00306212
28,-2.59122,7.98745,3.17341,0.0833333,0.0289938,0.00169021,0.00371039,-7.689e-05,0.00407795
29,-2.65333,8.04901,3.09723,0.0833333,0.0233755,0.0021745,0.00406432,-0.000195444,0.0046136
30,-2.59122,7.98745,3.17341,0.0833333,0.0335627,0.00169021,0.00371039,-7.689e-05,0.00407795
1,-1.58106,7.88394,3.72682,0.1,0.129275,0.000433475,0.00044024,0.000310481,0.000691455
2,-1.26359,7.73984,3.34493,0.1,0.363239,0.000409365,0.000253916,0.000360548,0.000601704
3,-1.31364,7.54764,1.90561,0.1,0.419434,0.000680923,0.00106084,0.000242293,0.00128365
4,-1.21777,8.07534,0.315915,0.1,0.100718,0.000308871,-8.60691e-05,-0.00016287,0.000359633
5,-1.25173,7.67399,0.307189,0.1,0.0512692,0.000511587,-9.95398e-05,-0.000349745,0.000627655
6,-1.58106,7.88394,3.72682,0.1,0.13724,0.000433475,0.00044024,0.000310481,0.000691455
7,-1.96295,7.77693,3.34726,0.1,0.374499,0.000424773,0.00055337,0.000287294,0.000754445
8,-1.87051,7.75162,1.85233,0.1,0.387506,0.000372171,0.000397921,0.000286609,0.000615627
9,-1.76953,8.07411,0.339592,0.1,0.099977,0.000222117,-4.1008e-05,0.000182718,0.000290523
10,-1.78206,7.68687,0.240506,0.1,0.0501941,0.0003241,-3.73125e-05,0.000155464,0.000361389
11,-1.58106,7.88394,3.72682,0.1,0.11406,0.000433475,0.00044024,0.000310481,0.000691455
12,-1.56692,7.87894,4.18281,0.1,0.113686,0.000369787,0.000554562,0.000313878,0.00073675
13,-1.53911,7.89438,4.63644,0.1,0.114573,0.000247002,0.000627637,0.000319004,0.000746124
14,-1.5422,7.88205,5.09456,0.1,0.0897652,4.58956e-05,0.000644565,0.000318289,0.000720332
15,-1.53696,7.91564,5.452,0.1,0.0888914,0.000758857,0.000462055,0.000328064,0.000947092
16,-1.53603,7.82821,5.79665,0.1,0.0904989,0.00080508,-0.00121927,-8.11815e-05,0.00146334
17,-1.5422,7.88205,5.09456,0.1,0.197736,4.58956e-05,0.000644565,0.000318289,0.000720332
18,-0.810387,7.85565,5.39347,0.1,0.261453,-9.55313e-05,0.000216842,0.00062871,0.00067188
19,-0.770618,7.81468,4.34921,0.1,0.192996,-0.00109765,0.000233173,0.000588059,0.00126689
20,-0.710433,7.55782,3.62371,0.1,0.0964978,-0.00178885,-0.000235796,0.000694811,0.00193348
21,-0.680341,7.4294,3.26096,0.1,0.0352984,-0.00213446,-0.000470281,0.000748217,0.00231017
22,-0.668079,7.30632,3.19286,0.1,0.0284585,-0.00244953,-0.000604391,0.000929534,0.00268877
23,-0.680341,7.4294,3.26096,0.1,0.0408609,-0.00213446,-0.000470281,0.000748217,0.00231017
24,-1.5422,7.88205,5.09456,0.1,0.221259,4.58956e-05,0.000644565,0.000318289,0.000720332
25,-2.4065,7.91117,5.28274,0.1,0.248715,-1.71661e-05,0.00116754,-4.81606e-05,0.00116865
26,-2.32411,8.08324,4.30635,0.1,0.194548,0.000810564,0.000619888,-7.67708e-05,0.00102331
27,-2.49526,8.03376,3.54882,0.1,0.0972745,0.00200212,0.00380063,-0.0005849,0.00433536
28,-2.58083,8.00902,3.17006,0.1,0.0289938,0.00259793,0.00539112,-0.000838935,0.00604295
29,-2.64395,8.07094,3.09502,0.1,0.0233755,0.00234443,0.0054841,-0.000553131,0.0059898
30,-2.58083,8.00902,3.17006,0.1,0.0335627,0.00259793,0.00539112,-0.000838935,0.00604295
1,-1.57929,7.88475,3.72761,0.116667,0.129275,0.000444233,0.000203371,0.00019753,0.000526993
2,-1.26044,7.73996,3.34712,0.116667,0.363239,0.000786006,3.1352e-05,0.000547945,0.000958662
3,-1.31125,7.55105,1.9074,0.116667,0.419434,0.000596017,0.000854015,0.000445783,0.00113283
4,-1.2184,8.07542,0.316418,0.116667,0.100718,-0.000157773,2.09808e-05,0.000125587,0.000202743
5,-1.251,7.67399,0.306691,0.116667,0.0512692,0.000182509,-1.43051e-06,-0.000124559,0.000220967
6,-1.57929,7.88475,3.72761,0.116667,0.13724,0.000444233,0.000203371,0.00019753,0.000526993
7,-1.9598,7.77739,3.34677,0.116667,0.374499,0.000789434,0.000114083,-0.000123382,0.000807121
8,-1.86937,7.75327,1.8517,0.116667,0.387506,0.000285,0.000412822,-0.000159174,0.000526292
9,-1.77039,8.07455,0.338567,0.116667,0.099977,-0.000214338,0.00011158,-0.00025627,0.000352229
10,-1.78247,7.6873,0.239489,0.116667,0.0501941,-0.000104249,0.000107527,-0.000254318,0.00029514
11,-1.57929,7.88475,3.72761,0.116667,0.11406,0.000444233,0.000203371,0.00019753,0.000526993
12,-1.56529,7.88059,4.18361,0.116667,0.113686,0.000407875,0.000412464,0.000200748,0.000613831
13,-1.53773,7.89647,4.63724,0.116667,0.114573,0.000346154,0.00052309,0.000200748,0.000658594
14,-1.54213,7.88411,5.09535,0.116667,0.0897652,1.57058e-05,0.000513077,0.000197768,0.000550097
15,-1.53833,7.92132,5.45245,0.116667,0.0888914,-0.000344932,0.00142002,0.000112414,0.00146563
16,-1.53818,7.83142,5.79647,0.116667,0.0904989,-0.000537425,0.000801563,-4.64916e-05,0.000966173
17,-1.54213,7.88411,5.09535,0.116667,0.197736,1.57058e-05,0.000513077,0.000197768,0.000550097
18,-0.811283,7.85423,5.39627,0.116667,0.261453,-0.000224158,-0.000352979,0.000701308,0.000816501
19,-0.776091,7.81444,4.35181,0.116667,0.192996,-0.00136817,-5.93662e-05,0.000648856,0.00151539
20,-0.71962,7.55641,3.62642,0.116667,0.0964978,-0.00229666,-0.00035429,0.000678837,0.00242094
21,-0.691384,7.42739,3.26373,0.116667,0.0352984,-0.0027609,-0.000501752,0.000693798,0.00289062
22,-0.679473,7.30433,3.19554,0.116667,0.0284585,-0.00284858,-0.000497341,0.000670254,0.00296833
23,-0.691384,7.42739,3.26373,0.116667,0.0408609,-0.0027609,-0.000501752,0.000693798,0.00289062
24,-1.54213,7.88411,5.09535,0.116667,0.221259,1.57058e-05,0.000513077,0.000197768,0.000550097
25,-2.40681,7.91725,5.28115,0.116667,0.248715,-7.67708e-05,0.0015198,-0.000397444,0.00157278
26,-2.32162,8.0872,4.30463,0.116667,0.194548,0.000621915,0.000990629,-0.000430107,0.00124624
27,-2.48885,8.04897,3.54558,0.116667,0.0972745,0.00160241,0.00380206,-0.000811458,0.00420498
28,-2.57246,8.02985,3.16605,0.116667,0.0289938,0.00209266,0.00520778,-0.00100213,0.00570127
29,-2.636,8.0932,3.09256,0.116667,0.0233755,0.00198829,0.00556302,-0.000613511,0.00593944
30,-2.57246,8.02985,3.16605,0.116667,0.0335627,0.00209266,0.00520778,-0.00100213,0.00570127
1,-1.5771,7.88593,3.72801,0.133333,0.129275,0.000545233,0.000293374,0.000101507,0.000627417
2,-1.25642,7.74083,3.3492,0.133333,0.363239,0.00100541,0.000215292,0.000518918,0.00115173
3,-1.30894,7.55486,1.90915,0.133333,0.419434,0.00057888,0.000950575,0.000438452,0.00119622
4,-1.22002,8.07514,0.316606,0.133333,0.100718,-0.000405014,-7.08103e-05,4.70877e-05,0.000413845
5,-1.25098,7.6736,0.306029,0.133333,0.0512692,5.30481e-06,-9.799e-05,-0.00016544,0.000192355
6,-1.5771,7.88593,3.72801,0.133333,0.13724,0.000545233,0.000293374,0.000101507,0.000627417
7,-1.95576,7.77823,3.34542,0.133333,0.374499,0.00100777,0.000211835,-0.000335515,0.00108307
8,-1.86834,7.75455,1.85017,0.133333,0.387506,0.000257045,0.000320435,-0.000381947,0.000560922
9,-1.77192,8.07527,0.336755,0.133333,0.099977,-0.000382692,0.000180244,-0.000452965,0.000619773
10,-1.78383,7.68802,0.237676,0.133333,0.0501941,-0.000339568,0.000178933,-0.000453264,0.000593945
11,-1.5771,7.88593,3.72801,0.133333,0.11406,0.000545233,0.000293374,0.000101507,0.000627417
12,-1.56371,7.88214,4.18404,0.133333,0.113686,0.000396073,0.000387192,0.000106812,0.000564092
13,-1.53637,7.8981,4.63768,0.133333,0.114573,0.000339985,0.000407934,0.000109434,0.000542195
14,-1.54155,7.88553,5.09577,0.133333,0.0897652,0.000144988,0.000355601,0.000105977,0.000398378
15,-1.54321,7.92991,5.45208,0.133333,0.0888914,-0.00121826,0.00214648,-9.47714e-05,0.00246992
16,-1.54344,7.83906,5.79584,0.133333,0.0904989,-0.00131437,0.00191057,-0.00015676,0.00232431
17,-1.54155,7.88553,5.09577,0.133333,0.197736,0.000144988,0.000355601,0.000105977,0.000398378
18,-0.811281,7.85344,5.39787,0.133333,0.261453,5.66244e-07,-0.000197887,0.000398993,0.000445371
19,-0.780641,7.81474,4.35322,0.133333,0.192996,-0.00113754,7.31945e-05,0.000352979,0.00119329
20,-0.729228,7.55544,3.62791,0.133333,0.0964978,-0.00240207,-0.00024116,0.000371099,0.0024425
21,-0.703522,7.42579,3.26525,0.133333,0.0352984,-0.00303434,-0.000398397,0.000380158,0.0030839
22,-0.690779,7.30312,3.19652,0.133333,0.0284585,-0.00282651,-0.000302792,0.000245988,0.00285331
23,-0.703522,7.42579,3.26525,0.133333,0.0408609,-0.00303434,-0.000398397,0.000380158,0.0030839
24,-1.54155,7.88553,5.09577,0.133333,0.221259,0.000144988,0.000355601,0.000105977,0.000398378
25,-2.40643,7.92103,5.28019,0.133333,0.248715,9.39965e-05,0.000944853,-0.00024128,0.000979693
26,-2.31891,8.08962,4.30363,0.133333,0.194548,0.000677586,0.000605583,-0.000248551,0.000942142
27,-2.4823,8.06181,3.54329,0.133333,0.0972745,0.00163573,0.0032115,-0.000570357,0.00364892
28,-2.564,8.04791,3.16312,0.133333,0.0289938,0.00211483,0.00451446,-0.00073123,0.0050386
29,-2.62729,8.11263,3.09062,0.133333,0.0233755,0.00217837,0.00485754,-0.00048548,0.00534572
