id,x,y,z,index,time,u,v,r,z_offset
0,-5.826167339,-12.99100809,30,41,6.507936508,4.089057105,0,5.167487344,30
0,-5.401923789,-13.85640646,30,42,6.666666667,4.188790205,0,5,30
0,-5.040953216,-14.58409364,30,43,6.825396825,4.288523305,0,4.822574206,30
0,-4.736479971,-15.16683754,30,44,6.984126984,4.388256405,0,4.636973301,30
0,-4.478516254,-15.59884659,30,45,7.142857143,4.487989505,0,4.445041868,30
0,-4.254477444,-15.87582731,30,46,7.301587302,4.587722605,0,4.248687409,30
0,-4.049907877,-15.99502691,30,47,7.46031746,4.687455705,0,4.049861383,30
0,-3.84928605,-15.95526075,30,48,7.619047619,4.787188805,0,3.850539813,30
0,-3.636875009,-15.75692405,30,49,7.777777778,4.886921906,0,3.652703645,30
0,-3.397581865,-15.40198795,30,50,7.936507937,4.986655006,0,3.458319064,30
0,-3.117790018,-14.89397998,30,51,8.095238095,5.086388106,0,3.269317951,30
0,-2.786128758,-14.23794894,30,52,8.253968254,5.186121206,0,3.087578685,30
0,-2.394147446,-13.44041477,30,53,8.412698413,5.285854306,0,2.914907472,30
0,-1.936865322,-12.50930372,30,54,8.571428571,5.385587406,0,2.753020396,30
0,-1.413173001,-11.45386959,30,55,8.73015873,5.485320506,0,2.603526364,30
0,-0.826067714,-10.28460175,30,56,8.888888889,5.585053606,0,2.467911114,30
0,-0.182711051,-9.013120929,30,57,9.047619048,5.684786706,0,2.347522451,30
0,0.505694818,-7.652063658,30,58,9.206349206,5.784519807,0,2.243556853,30
0,1.224209147,-6.21495674,30,59,9.365079365,5.884252907,0,2.157047576,30
0,1.954622272,-4.716082791,30,60,9.523809524,5.983986007,0,2.088854388,30
0,2.676075514,-3.170338291,30,61,9.682539683,6.083719107,0,2.039655024,30
0,3.365807773,-1.593085546,30,62,9.841269841,6.183452207,0,2.009938449,30
0,4,-3.92048E-15,30,63,10,6.283185307,0,2,30
1,7.990369453,0,30.19603428,64,0,0,0.09817477,2,30
1,8.554943387,1.792247131,30.19700842,65,0.158730159,0.0997331,0.09817477,2.009938449,30
1,9.035926295,3.572541976,30.19992115,66,0.317460317,0.1994662,0.09817477,2.039655024,30
1,9.40983792,5.328818663,30.20474353,67,0.476190476,0.2991993,0.09817477,2.088854388,30
1,9.654554684,7.048794492,30.21142763,68,0.634920635,0.3989324,0.09817477,2.157047576,30
1,9.750259513,8.719886909,30.21990703,69,0.793650794,0.498665501,0.09817477,2.243556853,30
1,9.680328193,10.32915966,30.23009744,70,0.952380952,0.598398601,0.09817477,2.347522451,30
1,9.432116096,11.86330577,30.24189759,71,1.111111111,0.698131701,0.09817477,2.467911114,30
1,8.997612839,13.3086732,30.25519021,72,1.26984127,0.797864801,0.09817477,2.603526364,30
1,8.373937368,14.65133735,30.26984319,73,1.428571429,0.897597901,0.09817477,2.753020396,30
1,7.563652078,15.87722194,30.28571089,74,1.587301587,0.997331001,0.09817477,2.914907472,30
1,6.574881535,16.97226797,30.30263563,75,1.746031746,1.097064101,0.09817477,3.087578685,30
1,5.421228889,17.92264781,30.3204492,76,1.904761905,1.196797201,0.09817477,3.269317951,30
1,4.121490934,18.71501939,30.33897454,77,2.063492063,1.296530301,0.09817477,3.458319064,30
1,2.69918057,19.33681336,30.35802757,78,2.222222222,1.396263402,0.09817477,3.652703645,30
1,1.18187296,19.77654412,30.3774189,79,2.380952381,1.495996502,0.09817477,3.850539813,30
1,-0.399601475,20.0241344,30.39695583,80,2.53968254,1.595729602,0.09817477,4.049861383,30
1,-2.012088056,20.07124171,30.41644419,81,2.698412698,1.695462702,0.09817477,4.248687409,30
1,-3.621128831,19.91157454,30.43569029,82,2.857142857,1.795195802,0.09817477,4.445041868,30
1,-5.192035963,19.54118573,30.45450286,83,3.015873016,1.894928902,0.09817477,4.636973301,30
1,-6.690977888,18.95873125,30.47269493,84,3.174603175,1.994662002,0.09817477,4.822574206,30
1,-8.086038028,18.16568273,30.4900857,85,3.333333333,2.094395102,0.09817477,5,30
1,-9.348206896,17.16648412,30.50650233,86,3.492063492,2.194128203,0.09817477,5.167487344,30
1,-10.45227097,15.96864376,30.52178167,87,3.650793651,2.293861303,0.09817477,5.323371675,30
1,-11.3775657,14.58275587,30.53577186,88,3.80952381,2.393594403,0.09817477,5.466103744,30
1,-12.10856519,13.02244722,30.54833386,89,3.968253968,2.493327503,0.09817477,5.594265014,30
1,-12.63528753,11.30424749,30.55934283,90,4.126984127,2.593060603,0.09817477,5.706581763,30
1,-12.95350174,9.447384457,30.56868935,91,4.285714286,2.692793703,0.09817477,5.801937736,30
1,-13.06472999,7.473507596,30.57628053,92,4.444444444,2.792526803,0.09817477,5.879385242,30
1,-12.97604673,5.406346192,30.58204093,93,4.603174603,2.892259903,0.09817477,5.938154572,30
1,-12.69968401,3.271310454,30.5859133,94,4.761904762,2.991993003,0.09817477,5.977661652,30
1,-12.25245976,1.095046027,30.58785916,95,4.920634921,3.091726104,0.09817477,5.997513842,30
1,-11.66247216,-0.797534171,30.58785916,96,5.079365079,3.191459204,0.09817477,5.997513842,30
1,-10.99759701,-2.384676259,30.5859133,97,5.238095238,3.291192304,0.09817477,5.977661652,30
1,-10.28926252,-3.948118363,30.58204093,98,5.396825397,3.390925404,0.09817477,5.938154572,30
1,-9.56086729,-5.472322293,30.57628053,99,5.555555556,3.490658504,0.09817477,5.879385242,30
1,-8.83431858,-6.942139826,30.56868935,100,5.714285714,3.590391604,0.09817477,5.801937736,30
1,-8.129232876,-8.342963254,30.55934283,101,5.873015873,3.690124704,0.09817477,5.706581763,30
1,-7.462249402,-9.660870565,30.54833386,102,6.031746032,3.789857804,0.09817477,5.594265014,30
1,-6.8464828,-10.8827638,30.53577186,103,6.19047619,3.889590904,0.09817477,5.466103744,30
1,-6.291135591,-11.99649925,30.52178167,104,6.349206349,3.989324005,0.09817477,5.323371675,30
1,-5.801284475,-12.99100809,30.50650233,105,6.507936508,4.089057105,0.09817477,5.167487344,30
1,-5.377847422,-13.85640646,30.4900857,106,6.666666667,4.188790205,0.09817477,5,30
1,-5.017731203,-14.58409364,30.47269493,107,6.825396825,4.288523305,0.09817477,4.822574206,30
1,-4.714151677,-15.16683754,30.45450286,108,6.984126984,4.388256405,0.09817477,4.636973301,30
1,-4.457112163,-15.59884659,30.43569029,109,7.142857143,4.487989505,0.09817477,4.445041868,30
1,-4.234018853,-15.87582731,30.41644419,110,7.301587302,4.587722605,0.09817477,4.248687409,30
1,-4.030406687,-15.99502691,30.39695583,111,7.46031746,4.687455705,0.09817477,4.049861383,30
1,-3.830744648,-15.95526075,30.3774189,112,7.619047619,4.787188805,0.09817477,3.850539813,30
1,-3.619286242,-15.75692405,30.35802757,113,7.777777778,4.886921906,0.09817477,3.652703645,30
1,-3.380929113,-15.40198795,30.33897454,114,7.936507937,4.986655006,0.09817477,3.458319064,30
1,-3.102047359,-14.89397998,30.3204492,115,8.095238095,5.086388106,0.09817477,3.269317951,30
1,-2.771261223,-14.23794894,30.30263563,116,8.253968254,5.186121206,0.09817477,3.087578685,30
1,-2.38011137,-13.44041477,30.28571089,117,8.412698413,5.285854306,0.09817477,2.914907472,30
1,-1.923608776,-12.50930372,30.26984319,118,8.571428571,5.385587406,0.09817477,2.753020396,30
1,-1.40063631,-11.45386959,30.25519021,119,8.73015873,5.485320506,0.09817477,2.603526364,30
1,-0.814184048,-10.28460175,30.24189759,120,8.888888889,5.585053606,0.09817477,2.467911114,30
1,-0.171407089,-9.013120929,30.23009744,121,9.047619048,5.684786706,0.09817477,2.347522451,30
1,0.516498157,-7.652063658,30.21990703,122,9.206349206,5.784519807,0.09817477,2.243556853,30
1,1.234595921,-6.21495674,30.21142763,123,9.365079365,5.884252907,0.09817477,2.157047576,30
1,1.964680677,-4.716082791,30.20474353,124,9.523809524,5.983986007,0.09817477,2.088854388,30
1,2.68589701,-3.170338291,30.19992115,125,9.682539683,6.083719107,0.09817477,2.039655024,30
1,3.375486176,-1.593085546,30.19700842,126,9.841269841,6.183452207,0.09817477,2.009938449,30
1,4.009630547,-3.92048E-15,30.19603428,127,10,6.283185307,0.09817477,2,30
2,7.961570561,0,30.39018064,128,0,0,0.196349541,2,30
2,8.526145205,1.789365438,30.39211954,129,0.158730159,0.0997331,0.196349541,2.009938449,30
2,9.007138724,3.566722443,30.39791696,130,0.317460317,0.1994662,0.196349541,2.039655024,30
2,9.38109587,5.319952915,30.40751528,131,0.476190476,0.2991993,0.196349541,2.088854388,30
2,9.625933365,7.036729594,30.42081911,132,0.634920635,0.3989324,0.196349541,2.157047576,30
2,9.721887708,8.704436447,30.43769623,133,0.793650794,0.498665501,0.196349541,2.243556853,30
2,9.652398824,10.31011774,30.45797891,134,0.952380952,0.598398601,0.196349541,2.347522451,30
2,9.404893517,11.84046331,30.48146557,135,1.111111111,0.698131701,0.196349541,2.467911114,30
2,8.971436403,13.28183583,30.5079228,136,1.26984127,0.797864801,0.196349541,2.603526364,30
2,8.349221004,14.62034401,30.53708764,137,1.428571429,0.897597901,0.196349541,2.753020396,30
2,7.540879755,15.84196349,30.56867024,138,1.587301587,0.997331001,0.196349541,2.914907472,30
2,6.554598672,16.93270478,30.60235672,139,1.746031746,1.097064101,0.196349541,3.087578685,30
2,5.404029961,17.87882565,30.63781229,140,1.904761905,1.196797201,0.196349541,3.269317951,30
2,4.108003653,18.66708275,30.67468458,141,2.063492063,1.296530301,0.196349541,3.458319064,30
2,2.690047213,19.28501552,30.71260713,142,2.222222222,1.396263402,0.196349541,3.652703645,30
2,1.177729502,19.72125352,30.75120305,143,2.380952381,1.495996502,0.196349541,3.850539813,30
2,-0.398147623,19.96583676,30.79008876,144,2.53968254,1.595729602,0.196349541,4.049861383,30
2,-2.004480864,20.01053776,30.82887779,145,2.698412698,1.695462702,0.196349541,4.248687409,30
2,-3.606886124,19.84917316,30.86718465,146,2.857142857,1.795195802,0.196349541,4.445041868,30
2,-5.170770658,19.47789277,30.90462861,147,3.015873016,1.894928902,0.196349541,4.636973301,30
2,-6.662417125,18.8954341,30.94083755,148,3.174603175,1.994662002,0.196349541,4.822574206,30
2,-8.050039412,18.1033313,30.97545161,149,3.333333333,2.094395102,0.196349541,5,30
2,-9.304771139,17.10606866,31.00812677,150,3.492063492,2.194128203,0.196349541,5.167487344,30
2,-10.40155037,15.91117033,31.03853829,151,3.650793651,2.293861303,0.196349541,5.323371675,30
2,-11.31986802,14.52922025,31.06638394,152,3.80952381,2.393594403,0.196349541,5.466103744,30
2,-12.04435273,12.97380817,31.09138696,153,3.968253968,2.493327503,0.196349541,5.594265014,30
2,-12.56517124,11.26140031,31.11329887,154,4.126984127,2.593060603,0.196349541,5.706581763,30
2,-12.87823057,9.411135775,31.1319019,155,4.285714286,2.692793703,0.196349541,5.801937736,30
2,-12.98517571,7.444552208,31.14701116,156,4.444444444,2.792526803,0.196349541,5.879385242,30
2,-12.89318468,5.38524692,31.15847649,157,4.603174603,2.892259903,0.196349541,5.938154572,30
2,-12.61457038,3.258481638,31.16618394,158,4.761904762,2.991993003,0.196349541,5.977661652,30
2,-12.16620623,1.090741293,31.17005691,159,4.920634921,3.091726104,0.196349541,5.997513842,30
2,-11.57611128,-0.797534171,31.17005691,160,5.079365079,3.191459204,0.196349541,5.997513842,30
2,-10.91152199,-2.384676259,31.16618394,161,5.238095238,3.291192304,0.196349541,5.977661652,30
2,-10.20375638,-3.948118363,31.15847649,162,5.396825397,3.390925404,0.196349541,5.938154572,30
2,-9.476207398,-5.472322293,31.14701116,163,5.555555556,3.490658504,0.196349541,5.879385242,30
2,-8.750773889,-6.942139826,31.1319019,164,5.714285714,3.590391604,0.196349541,5.801937736,30
2,-8.047061258,-8.342963254,31.11329887,165,5.873015873,3.690124704,0.196349541,5.706581763,30
2,-7.381695083,-9.660870565,31.09138696,166,6.031746032,3.789857804,0.196349541,5.594265014,30
2,-6.767773932,-10.8827638,31.06638394,167,6.19047619,3.889590904,0.196349541,5.466103744,30
2,-6.214481987,-11.99649925,31.03853829,168,6.349206349,3.989324005,0.196349541,5.323371675,30
2,-5.726875519,-12.99100809,31.00812677,169,6.507936508,4.089057105,0.196349541,5.167487344,30
2,-5.305850191,-13.85640646,30.97545161,170,6.666666667,4.188790205,0.196349541,5,30
2,-4.948288805,-14.58409364,30.94083755,171,6.825396825,4.288523305,0.196349541,4.822574206,30
2,-4.647381829,-15.16683754,30.90462861,172,6.984126984,4.388256405,0.196349541,4.636973301,30
2,-4.393106021,-15.59884659,30.86718465,173,7.142857143,4.487989505,0.196349541,4.445041868,30
2,-4.172840107,-15.87582731,30.82887779,174,7.301587302,4.587722605,0.196349541,4.248687409,30
2,-3.972090926,-15.99502691,30.79008876,175,7.46031746,4.687455705,0.196349541,4.049861383,30
2,-3.775299007,-15.95526075,30.75120305,176,7.619047619,4.787188805,0.196349541,3.850539813,30
2,-3.566689332,-15.75692405,30.71260713,177,7.777777778,4.886921906,0.196349541,3.652703645,30
2,-3.331131234,-15.40198795,30.67468458,178,7.936507937,4.986655006,0.196349541,3.458319064,30
2,-3.054970991,-14.89397998,30.63781229,179,8.095238095,5.086388106,0.196349541,3.269317951,30
2,-2.7268018,-14.23794894,30.60235672,180,8.253968254,5.186121206,0.196349541,3.087578685,30
2,-2.338138316,-13.44041477,30.56867024,181,8.412698413,5.285854306,0.196349541,2.914907472,30
2,-1.883966807,-12.50930372,30.53708764,182,8.571428571,5.385587406,0.196349541,2.753020396,30
2,-1.363146972,-11.45386959,30.5079228,183,8.73015873,5.485320506,0.196349541,2.603526364,30
2,-0.778647494,-10.28460175,30.48146557,184,8.888888889,5.585053606,0.196349541,2.467911114,30
2,-0.137604066,-9.013120929,30.45797891,185,9.047619048,5.684786706,0.196349541,2.347522451,30
2,0.548804133,-7.652063658,30.43769623,186,9.206349206,5.784519807,0.196349541,2.243556853,30
2,1.265656212,-6.21495674,30.42081911,187,9.365079365,5.884252907,0.196349541,2.157047576,30
2,1.994759023,-4.716082791,30.40751528,188,9.523809524,5.983986007,0.196349541,2.088854388,30
2,2.715266913,-3.170338291,30.39791696,189,9.682539683,6.083719107,0.196349541,2.039655024,30
2,3.404428177,-1.593085546,30.39211954,190,9.841269841,6.183452207,0.196349541,2.009938449,30
2,4.038429439,-3.92048E-15,30.39018064,191,10,6.283185307,0.196349541,2,30
3,7.913880671,0,30.58056935,192,0,0,0.294524311,2,30
3,8.478456493,1.784593463,30.58345433,193,0.158730159,0.0997331,0.294524311,2.009938449,30
3,8.959467583,3.557085514,30.5920806,194,0.317460317,0.1994662,0.294524311,2.039655024,30
3,9.333500109,5.305271567,30.60636242,195,0.476190476,0.2991993,0.294524311,2.088854388,30
3,9.57853753,7.016750575,30.62615786,196,0.634920635,0.3989324,0.294524311,2.157047576,30
3,9.674905059,8.67885106,30.65127018,197,0.793650794,0.498665501,0.294524311,2.243556853,30
3,9.606148834,10.27858503,30.6814498,198,0.952380952,0.598398601,0.294524311,2.347522451,30
3,9.359813943,11.80263706,30.71639678,199,1.111111111,0.698131701,0.294524311,2.467911114,30
3,8.928089204,13.23739414,30.75576381,200,1.26984127,0.797864801,0.294524311,2.603526364,30
3,8.30829163,14.5690202,30.79915964,201,1.428571429,0.897597901,0.294524311,2.753020396,30
3,7.503169639,15.78357681,30.84615297,202,1.587301587,0.997331001,0.294524311,2.914907472,30
3,6.52101101,16.86718962,30.89627678,203,1.746031746,1.097064101,0.294524311,3.087578685,30
3,5.375549178,17.8062578,30.94903291,204,1.904761905,1.196797201,0.294524311,3.269317951,30
3,4.08566922,18.58770145,31.00389703,205,2.063492063,1.296530301,0.294524311,3.458319064,30
3,2.674922714,19.19924022,31.0603239,206,2.222222222,1.396263402,0.294524311,3.652703645,30
3,1.170868091,19.62969434,31.11775271,207,2.380952381,1.495996502,0.294524311,3.850539813,30
3,-0.395740098,19.86929806,31.1756127,208,2.53968254,1.595729602,0.294524311,4.049861383,30
3,-1.991883639,19.91001429,31.23332885,209,2.698412698,1.695462702,0.294524311,4.248687409,30
3,-3.583300735,19.74583882,31.29032754,210,2.857142857,1.795195802,0.294524311,4.445041868,30
3,-5.135556107,19.37308199,31.3460423,211,3.015873016,1.894928902,0.294524311,4.636973301,30
3,-6.61512157,18.79061638,31.3999194,212,3.174603175,1.994662002,0.294524311,4.822574206,30
3,-7.990427051,18.00007966,31.45142339,213,3.333333333,2.094395102,0.294524311,5,30
3,-9.232843148,17.00602292,31.5000424,214,3.492063492,2.194128203,0.294524311,5.167487344,30
3,-10.31755894,15.81599647,31.54529323,215,3.650793651,2.293861303,0.294524311,5.323371675,30
3,-11.22432282,14.44056725,31.58672616,216,3.80952381,2.393594403,0.294524311,5.466103744,30
3,-11.93801928,12.89326372,31.62392941,217,3.968253968,2.493327503,0.294524311,5.594265014,30
3,-12.44906128,11.190447,31.65653325,218,4.126984127,2.593060603,0.294524311,5.706581763,30
3,-12.75358433,9.351109311,31.68421362,219,4.285714286,2.692793703,0.294524311,5.801937736,30
3,-12.8534368,7.396603167,31.70669545,220,4.444444444,2.792526803,0.294524311,5.879385242,30
3,-12.75596821,5.350307314,31.72375528,221,4.603174603,2.892259903,0.294524311,5.938154572,30
3,-12.47362539,3.237237599,31.73522358,222,4.761904762,2.991993003,0.294524311,5.977661652,30
3,-12.02337362,1.083612813,31.74098637,223,4.920634921,3.091726104,0.294524311,5.997513842,30
3,-11.4331009,-0.797534171,31.74098637,224,5.079365079,3.191459204,0.294524311,5.997513842,30
3,-10.76898498,-2.384676259,31.73522358,225,5.238095238,3.291192304,0.294524311,5.977661652,30
3,-10.06216141,-3.948118363,31.72375528,226,5.396825397,3.390925404,0.294524311,5.938154572,30
3,-9.336013783,-5.472322293,31.70669545,227,5.555555556,3.490658504,0.294524311,5.879385242,30
3,-8.612427005,-6.942139826,31.68421362,228,5.714285714,3.590391604,0.294524311,5.801937736,30
3,-7.910988132,-8.342963254,31.65653325,229,5.873015873,3.690124704,0.294524311,5.706581763,30
3,-7.248300144,-9.660870565,31.62392941,230,6.031746032,3.789857804,0.294524311,5.594265014,30
3,-6.637434991,-10.8827638,31.58672616,231,6.19047619,3.889590904,0.294524311,5.466103744,30
3,-6.087546484,-11.99649925,31.54529323,232,6.349206349,3.989324005,0.294524311,5.323371675,30
3,-5.603657069,-12.99100809,31.5000424,233,6.507936508,4.089057105,0.294524311,5.167487344,30
3,-5.186625467,-13.85640646,31.45142339,234,6.666666667,4.188790205,0.294524311,5,30
3,-4.83329479,-14.58409364,31.3999194,235,6.825396825,4.288523305,0.294524311,4.822574206,30
3,-4.536813457,-15.16683754,31.3460423,236,6.984126984,4.388256405,0.294524311,4.636973301,30
3,-4.287114244,-15.59884659,31.29032754,237,7.142857143,4.487989505,0.294524311,4.445041868,30
3,-4.071530391,-15.87582731,31.23332885,238,7.301587302,4.587722605,0.294524311,4.248687409,30
3,-3.875522205,-15.99502691,31.1756127,239,7.46031746,4.687455705,0.294524311,4.049861383,30
3,-3.683483098,-15.95526075,31.11775271,240,7.619047619,4.787188805,0.294524311,3.850539813,30
3,-3.479590816,-15.75692405,31.0603239,241,7.777777778,4.886921906,0.294524311,3.652703645,30
3,-3.248667807,-15.40198795,31.00389703,242,7.936507937,4.986655006,0.294524311,3.458319064,30
3,-2.977014285,-14.89397998,30.94903291,243,8.095238095,5.086388106,0.294524311,3.269317951,30
3,-2.653178657,-14.23794894,30.89627678,244,8.253968254,5.186121206,0.294524311,3.087578685,30
3,-2.268632509,-13.44041477,30.84615297,245,8.412698413,5.285854306,0.294524311,2.914907472,30
3,-1.818321188,-12.50930372,30.79915964,246,8.571428571,5.385587406,0.294524311,2.753020396,30
3,-1.30106603,-11.45386959,30.75576381,247,8.73015873,5.485320506,0.294524311,2.603526364,30
3,-0.71980029,-10.28460175,30.71639678,248,8.888888889,5.585053606,0.294524311,2.467911114,30
3,-0.081627523,-9.013120929,30.6814498,249,9.047619048,5.684786706,0.294524311,2.347522451,30
3,0.602301622,-7.652063658,30.65127018,250,9.206349206,5.784519807,0.294524311,2.243556853,30
3,1.317090892,-6.21495674,30.62615786,251,9.365079365,5.884252907,0.294524311,2.157047576,30
3,2.044567641,-4.716082791,30.60636242,252,9.523809524,5.983986007,0.294524311,2.088854388,30
3,2.763902375,-3.170338291,30.5920806,253,9.682539683,6.083719107,0.294524311,2.039655024,30
3,3.452355048,-1.593085546,30.58345433,254,9.841269841,6.183452207,0.294524311,2.009938449,30
3,4.086119329,-3.92048E-15,30.58056935,255,10,6.283185307,0.294524311,2,30
4,7.847759065,0,30.76536686,256,0,0,0.392699082,2,30
4,8.41233652,1.777977162,30.76917014,257,0.158730159,0.0997331,0.392699082,2.009938449,30
4,8.893371971,3.543723998,30.78054219,258,0.317460317,0.1994662,0.392699082,2.039655024,30
4,9.267509012,5.28491601,30.79936997,259,0.476190476,0.2991993,0.392699082,2.088854388,30
4,9.512823629,6.989049842,30.82546637,260,0.634920635,0.3989324,0.392699082,2.157047576,30
4,9.609764035,8.64337715,30.85857204,261,0.793650794,0.498665501,0.392699082,2.243556853,30
4,9.542023635,10.23486521,30.89835795,262,0.952380952,0.598398601,0.392699082,2.347522451,30
4,9.297311516,11.75019129,30.9444287,263,1.111111111,0.698131701,0.392699082,2.467911114,30
4,8.867988698,13.17577613,30.99632641,264,1.26984127,0.797864801,0.392699082,2.603526364,30
4,8.251543418,14.49786019,31.05353529,265,1.428571429,0.897597901,0.392699082,2.753020396,30
4,7.450884899,15.7026242,31.1154868,266,1.587301587,0.997331001,0.392699082,2.914907472,30
4,6.474442015,16.77635344,31.18156521,267,1.746031746,1.097064101,0.392699082,3.087578685,30
4,5.336060827,17.70564312,31.25111382,268,1.904761905,1.196797201,0.392699082,3.269317951,30
4,4.054702728,18.47764,31.32344141,269,2.063492063,1.296530301,0.392699082,3.458319064,30
4,2.653952731,19.08031354,31.39782917,270,2.222222222,1.396263402,0.392699082,3.652703645,30
4,1.161354805,19.50274837,31.47353779,271,2.380952381,1.495996502,0.392699082,3.850539813,30
4,-0.392402086,19.735448,31.54981485,272,2.53968254,1.595729602,0.392699082,4.049861383,30
4,-1.974417698,19.77063939,31.62590228,273,2.698412698,1.695462702,0.392699082,4.248687409,30
4,-3.550599803,19.60256668,31.70104388,274,2.857142857,1.795195802,0.392699082,4.445041868,30
4,-5.086731447,19.22776277,31.77449286,275,3.015873016,1.894928902,0.392699082,4.636973301,30
4,-6.549546704,18.64528755,31.84551925,276,3.174603175,1.994662002,0.392699082,4.822574206,30
4,-7.907775043,17.85692219,31.91341716,277,3.333333333,2.094395102,0.392699082,5,30
4,-9.133115631,16.86731039,31.97751179,278,3.492063492,2.194128203,0.392699082,5.167487344,30
4,-10.20110558,15.68403877,32.03716614,279,3.650793651,2.293861303,0.392699082,5.323371675,30
4,-11.09185024,14.31765067,32.09178734,280,3.80952381,2.393594403,0.392699082,5.466103744,30
4,-11.79058891,12.78158955,32.14083254,281,3.968253968,2.493327503,0.392699082,5.594265014,30
4,-12.28807586,11.09207085,32.1838143,282,4.126984127,2.593060603,0.392699082,5.706581763,30
4,-12.58076344,9.267883155,32.22030545,283,4.285714286,2.692793703,0.392699082,5.801937736,30
4,-12.67078199,7.33012225,32.24994332,284,4.444444444,2.792526803,0.392699082,5.879385242,30
4,-12.5657188,5.301863862,32.27243337,285,4.603174603,2.892259903,0.392699082,5.938154572,30
4,-12.27820642,3.207782928,32.28755208,286,4.761904762,2.991993003,0.392699082,5.977661652,30
4,-11.82533748,1.07372924,32.29514918,287,4.920634921,3.091726104,0.392699082,5.997513842,30
4,-11.23481827,-0.797534171,32.29514918,288,5.079365079,3.191459204,0.392699082,5.997513842,30
4,-10.57135869,-2.384676259,32.28755208,289,5.238095238,3.291192304,0.392699082,5.977661652,30
4,-9.865841252,-3.948118363,32.27243337,290,5.396825397,3.390925404,0.392699082,5.938154572,30
4,-9.141636584,-5.472322293,32.24994332,291,5.555555556,3.490658504,0.392699082,5.879385242,30
4,-8.420610283,-6.942139826,32.22030545,292,5.714285714,3.590391604,0.392699082,5.801937736,30
4,-7.722323955,-8.342963254,32.1838143,293,5.873015873,3.690124704,0.392699082,5.706581763,30
4,-7.063349249,-9.660870565,32.14083254,294,6.031746032,3.789857804,0.392699082,5.594265014,30
4,-6.456721211,-10.8827638,32.09178734,295,6.19047619,3.889590904,0.392699082,5.466103744,30
4,-5.91155154,-11.99649925,32.03716614,296,6.349206349,3.989324005,0.392699082,5.323371675,30
4,-5.432815787,-12.99100809,31.97751179,297,6.507936508,4.089057105,0.392699082,5.167487344,30
